"Supplier Code","Address  Number","Check/  Itm Date","Alpha  Name","ADDRESS_LINE_1","ADDRESS_LINE_2","CITY","STATE_CODE","POSTAL_CODE","ELECTRONIC_ADDRESS_EAEMAL","PHONE_NUMBER","Invoice  Number","Invoice  Date","Due  Date","Payment Date","Payment Number","Check Amount","Gross Amount","Net Amount","Discount Amount"
634467,634467,20150730,"MAERSK LINE","9300 ARROWPOINT BLVD","","CHARLOTTE","NC","28273-8136"," "," ","5249978819",20150711,20150805,20150730,33442,-14738.00,2490.00,-2490.00,.00
634467,634467,20150730,"MAERSK LINE","9300 ARROWPOINT BLVD","","CHARLOTTE","NC","28273-8136"," "," ","5250044019",20150725,20150725,20150730,33442,-14738.00,2490.00,-2490.00,.00
634467,634467,20150730,"MAERSK LINE","9300 ARROWPOINT BLVD","","CHARLOTTE","NC","28273-8136"," "," ","5250044023",20150725,20150725,20150730,33442,-14738.00,2891.00,-2891.00,.00
635679,635679,20150730,"PEGASUS SYSTEMS INC","8718 SIMPSON ROAD","","WAXHAW","NC","28173","AR@PegasusID.com"," ","1211",20150626,20150626,20150730,33491,-1004.76,1004.76,-1004.76,.00
635769,635769,20150730,"RIBALD FARMS NURSERY & FLORIST","161 West Main Street","","Rock Hill","SC","29730"," "," ","037934/1",20150724,20150724,20150730,33462,-347.19,56.15,-56.15,.00
635769,635769,20150730,"RIBALD FARMS NURSERY & FLORIST","161 West Main Street","","Rock Hill","SC","29730"," "," ","08012015",20150801,20150801,20150730,33462,-347.19,291.04,-291.04,.00
656107,656107,20150730,"CO-CO PRINTS, INC","PO Box 683","","Matthews","NC","28106"," "," ","COCO08012015",20150801,20150801,20150730,33401,-10000.00,10000.00,-10000.00,.00
678955,678955,20150730,"LOCKTON","C/O BANK OF AMERICA","PO BOX 741732","ATLANTA","GA","30374-1732"," "," ","A21926",20150706,20150801,20150730,33440,-10977.00,10977.00,-10977.00,.00
679572,679572,20150730,"AIRGAS USA, LLC","PO BOX 532609","","ATLANTA","GA","30353-2609"," "," ","9928774222",20150630,20150730,20150730,33380,-70.60,70.60,-70.60,.00
685688,685688,20150730,"IPFS CORPORATION","P.O. BOX 905849","","CHARLOTTE","NC","28290-5849"," "," ","GAA-396798 7-13-2015",20150713,20150730,20150730,33433,-11120.87,11120.87,-11120.87,.00
693296,693296,20150730,"BRYSON, PAIGE MARIE","143 CLINTWOOD DRIVE","","CLOVER","SC","29710"," "," ","62015PMB04",20150728,20150728,20150730,33391,-90.00,90.00,-90.00,.00
693734,693734,20150730,"RUFO, DESTINEE C.","204 SYDNEY JOHNSON STREET","","FORT MILL","SC","29715"," "," ","2015DCR28",20150725,20150725,20150730,33464,-555.00,555.00,-555.00,.00
693762,693762,20150730,"VECTOR SECURITY, INC","3928 PENDER DRIVE","STE 200","FAIRFAX","VA","22030"," "," ","54777687",20150701,20150731,20150730,33484,-34.99,34.99,-34.99,.00
696200,696200,20150730,"ERGOSOFT","","55 S COMMERCIAL ST","MANCHESTR","NH","03101"," "," ","25568",20150609,20150624,20150730,33409,-2137.84,625.00,-625.00,.00
696200,696200,20150730,"ERGOSOFT","","55 S COMMERCIAL ST","MANCHESTR","NH","03101"," "," ","25570",20150609,20150624,20150730,33409,-2137.84,1512.84,-1512.84,.00
697652,697652,20150730,"A & E NETWORKS","235 E. 45TH STREET","15TH FLOOR","NEW YORK","NY","10017"," "," ","964 Q2 2015 ROYALTY",20150722,20150730,20150730,33378,-158.18,158.18,-158.18,.00
708325,708325,20150730,"BIDDIX, MORGAN","","","","",""," "," ","06/24/2015-07/16/2015",20150728,20150728,20150730,33386,-381.40,148.40,-148.40,.00
708325,708325,20150730,"BIDDIX, MORGAN","","","","",""," "," ","07/27/2015 VP2GO",20150728,20150728,20150730,33386,-381.40,233.00,-233.00,.00
721996,721996,20150730,"SIS BOOM COLLECTION, LLC","40 EAST MEADOW ROAD","ATTN: JENNIFER PAGANELLI","WILTON","CT","06897"," "," ","975 Q2 2015",20150714,20150730,20150730,33467,-828.80,828.80,-828.80,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501330889",20150715,20150715,20150730,33410,-25942.00,3416.00,-3416.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501330901",20150715,20150715,20150730,33410,-25942.00,3378.00,-3378.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501330935",20150715,20150715,20150730,33410,-25942.00,6764.00,-6764.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501406010",20150720,20150720,20150730,33410,-25942.00,3378.00,-3378.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501406028",20150720,20150720,20150730,33410,-25942.00,3416.00,-3416.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501406036",20150720,20150720,20150730,33410,-25942.00,2795.00,-2795.00,.00
728332,728332,20150730,"EVERGREEN LINE","TOLLWAY PLAZA 1","16000 NORTH DALLAS PARKWAY","DALLAS","TX","75248"," "," ","142501406052",20150720,20150720,20150730,33410,-25942.00,2795.00,-2795.00,.00
733583,733583,20150730,"THE CREATIVE GROUP","12400 COLLECTIONS CENTER DRIVE","","CHICAGO","IL","60693"," "," ","42982519",20150507,20150507,20150730,33475,-4097.50,4097.50,-4097.50,.00
735115,735115,20150730,"TRD ENTERPRISES, INC.","7 WILLIAMS DRIVE","","UNION","MO","63084"," "," ","11756",20150629,20150729,20150730,33493,-1175.88,767.88,-767.88,.00
735115,735115,20150730,"TRD ENTERPRISES, INC.","7 WILLIAMS DRIVE","","UNION","MO","63084"," "," ","11773",20150630,20150730,20150730,33493,-1175.88,408.00,-408.00,.00
735331,735331,20150730,"CARTOON NETWORK ENTERPRISES","ATTN:  CARTOON NETWORK ENTERPRISES 32033","4 CHASE METROTECH CENTER","BROOKLYN","NY","11245"," "," ","974 Q2 2015 ROYALTY",20150723,20150730,20150730,33394,-388.65,388.65,-388.65,.00
737423,737423,20150730,"CHESTER METROPOLITAN DISTRICT","P.O. DRAWER 550","","CHESTER","SC","29706"," "," ","49184500",20150706,20150706,20150730,33396,-988.26,603.37,-603.37,.00
737423,737423,20150730,"CHESTER METROPOLITAN DISTRICT","P.O. DRAWER 550","","CHESTER","SC","29706"," "," ","49187600 07-06-2015",20150706,20150706,20150730,33396,-988.26,384.89,-384.89,.00
740611,740611,20150730,"SEAGROVES, DAVID","","","","",""," "," ","06/29/15-7/17/2015",20150728,20150728,20150730,33466,-380.17,380.17,-380.17,.00
745315,745315,20150730,"TOURTILLOTTE, BARBARA","2128 SAHALEE DRIVE EAST","","SAMMAMISH","WA","98074"," "," ","967 Q2 2015",20150714,20150730,20150730,33481,-21.86,21.86,-21.86,.00
760838,760838,20150730,"PROGRESSIVE BUSINESS MEDIA","PO BOX 602941","","CHARLOTTE","NC","28260-2941"," "," ","3050767",20150706,20150805,20150730,33459,-1400.00,1400.00,-1400.00,.00
769346,769346,20150730,"SKYBOUND, LLC","8931 ELLIS AVE."," 3RD FLOOR","LOS ANGELES","CA","90034"," "," ","979 Q2 2015 ROYALTIES",20150721,20150730,20150730,33468,-13070.84,13070.84,-13070.84,.00
778398,778398,20150730,"ELEMENT FINANCIAL CORP.","PO BOX 12438","","NEWARK","NJ","07101-3538"," "," ","2771970",20150708,20150731,20150730,33408,-2710.42,2710.42,-2710.42,.00
784722,784722,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-065-45060",20150616,20150701,20150730,33415,-239.43,57.90,-57.90,.00
784722,784722,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-11869",20150714,20150729,20150730,33415,-239.43,111.58,-111.58,.00
784722,784722,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-101-49038",20150721,20150805,20150730,33415,-239.43,69.95,-69.95,.00
784723,784723,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-066-07970",20150616,20150701,20150730,33416,-385.86,229.60,-229.60,.00
784723,784723,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-73214",20150714,20150729,20150730,33416,-385.86,156.26,-156.26,.00
784724,784724,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-093-98379",20150714,20150729,20150730,33417,-230.79,12.92,-12.92,.00
784724,784724,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-54631",20150714,20150729,20150730,33417,-230.79,17.42,-17.42,.00
784724,784724,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-101-92549",20150721,20150805,20150730,33417,-230.79,82.26,-82.26,.00
784724,784724,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-502-14465",20150715,20150730,20150730,33417,-230.79,118.19,-118.19,.00
784725,784725,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-095-12970",20150714,20150729,20150730,33418,-840.33,477.47,-477.47,.00
784725,784725,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-102-57178",20150721,20150805,20150730,33418,-840.33,362.86,-362.86,.00
784726,784726,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-05510",20150714,20150729,20150730,33419,-518.49,183.17,-183.17,.00
784726,784726,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-101-42572",20150721,20150805,20150730,33419,-518.49,72.02,-72.02,.00
784726,784726,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-491-69438",20150617,20150702,20150730,33419,-518.49,53.56,-53.56,.00
784726,784726,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-502-20958",20150715,20150730,20150730,33419,-518.49,209.74,-209.74,.00
784727,784727,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-066-11305",20150616,20150701,20150730,33420,-48.02,38.44,-38.44,.00
784727,784727,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-76364",20150714,20150729,20150730,33420,-48.02,9.58,-9.58,.00
784728,784728,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-065-01783",20150616,20150701,20150730,33421,-1758.03,808.20,-808.20,.00
784728,784728,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-093-71345",20150714,20150729,20150730,33421,-1758.03,449.72,-449.72,.00
784728,784728,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-101-09889",20150721,20150805,20150730,33421,-1758.03,500.11,-500.11,.00
785570,785570,20150730,"VICKI SCHREINER DESIGNS","615 EAST REDWOOD STREET","","SPRINGFIELD","MO","65807"," "," ","976 Q2 2015",20150714,20150730,20150730,33485,-1497.82,1497.82,-1497.82,.00
789382,789382,20150730,"BBC WORLDWIDE LIMITED","MEDIA CENTRE, 201 WOOD LANE","","LONDON","","W12 7TQ"," "," ","Q2 2015 ROYALTY",20150722,20150730,20150730,33384,.00,43075.08,-43075.08,.00
796529,796529,20150730,"ANNE SPRINGS CLOSE GREENWAY","P.O. BOX 1209","","FORT MILL","SC","29716"," "," ","FDNPG2015SPSC",20150616,20150801,20150730,33383,-5000.00,5000.00,-5000.00,.00
798034,798034,20150730,"COMFORT SYSTEMS","5010 OLD YORK ROAD","","ROCK HILL","SC","29732"," "," ","116176",20150702,20150801,20150730,33402,-768.00,768.00,-768.00,.00
800016,800016,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","548-3020","5-093-80915",20150714,20150729,20150730,33422,-957.76,309.80,-309.80,.00
800016,800016,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","548-3020","5-101-15550",20150721,20150805,20150730,33422,-957.76,603.38,-603.38,.00
800016,800016,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","548-3020","6-502-10844",20150715,20150730,20150730,33422,-957.76,44.58,-44.58,.00
800055,800055,20150730,"SPS COMMERCE, INC.","P.O. BOX 205782","","Dallas","TX","75320-5782"," ","805-5113","PSI-112018426",20150630,20150730,20150730,33471,-180.50,180.50,-180.50,.00
800066,800066,20150730,"MUSTARD GRAPHICS STUDIO","4020 LIVE OAK STREET","","COLUMBIA","SC","29205"," ","261-4689","987 Q2 2015",20150714,20150730,20150730,33448,-7.52,7.52,-7.52,.00
800107,800107,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","807-3040","5-065-78366",20150616,20150701,20150730,33423,-54.22,32.38,-32.38,.00
800107,800107,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","807-3040","5-095-04349",20150714,20150729,20150730,33423,-54.22,12.38,-12.38,.00
800107,800107,20150730,"FEDEX","PO BOX 371461","","PITTSBURGH","PA","15250-7461"," ","807-3040","5-102-52921",20150721,20150805,20150730,33423,-54.22,9.46,-9.46,.00
800145,800145,20150730,"JENNY JORDAN DESIGNS","2921 HAMPTON AVENUE","","CHARLOTTE","NC","28207"," ","756-8787","986 Q2 2015",20150714,20150730,20150730,33434,-71.35,71.35,-71.35,.00
800190,800190,20150730,"BRANDWISE, INC","12596 WEST BAYAUD AVENUE","SUITE 100","DENVER","CO","80228"," ","226-5768","91402",20150801,20150801,20150730,33390,-175.00,175.00,-175.00,.00
812517,812517,20150730,"NORTH AMERICAN CHASSIS POOL COOPERATIVE","22 STANLEY STREET","","NASHVILLE","TN","37210"," "," ","NZSA11089",20150701,20150715,20150730,33451,-1512.00,96.00,-96.00,.00
812517,812517,20150730,"NORTH AMERICAN CHASSIS POOL COOPERATIVE","22 STANLEY STREET","","NASHVILLE","TN","37210"," "," ","NZSA11676",20150716,20150731,20150730,33451,-1512.00,696.00,-696.00,.00
812517,812517,20150730,"NORTH AMERICAN CHASSIS POOL COOPERATIVE","22 STANLEY STREET","","NASHVILLE","TN","37210"," "," ","NZSA11987",20150722,20150805,20150730,33451,-1512.00,12.00,-12.00,.00
812517,812517,20150730,"NORTH AMERICAN CHASSIS POOL COOPERATIVE","22 STANLEY STREET","","NASHVILLE","TN","37210"," "," ","NZSA9189",20150423,20150507,20150730,33451,-1512.00,216.00,-216.00,.00
812517,812517,20150730,"NORTH AMERICAN CHASSIS POOL COOPERATIVE","22 STANLEY STREET","","NASHVILLE","TN","37210"," "," ","NZSA9339",20150429,20150513,20150730,33451,-1512.00,492.00,-492.00,.00
819362,819362,20150730,"PROVEAUX, CHARLIE C. II","422 CHRISTMAS DRIVE","","ROCK HILL","SC","29732"," "," ","009",20150728,20150731,20150730,33460,-600.00,600.00,-600.00,.00
849300,849300,20150730,"CAROLINA WARP PRINT, INC.","221 MEEK ROAD","","GASTONIA","NC","28056","carolinawarpprin@bellsouth.net","866-4763","4698",20150720,20150730,20150730,33393,-1240.63,951.20,-951.20,.00
849300,849300,20150730,"CAROLINA WARP PRINT, INC.","221 MEEK ROAD","","GASTONIA","NC","28056","carolinawarpprin@bellsouth.net","866-4763","4699",20150721,20150731,20150730,33393,-1240.63,160.80,-160.80,.00
849300,849300,20150730,"CAROLINA WARP PRINT, INC.","221 MEEK ROAD","","GASTONIA","NC","28056","carolinawarpprin@bellsouth.net","866-4763","759",20150716,20150716,20150730,33393,-1240.63,128.63,-128.63,.00
878493,878493,20150730,"LIZZA STUDIOS","17 SECOND STREET","","TUNKHANNOCK","PA","18657"," ","772-8806","197562",20150713,20150728,20150730,33439,-390.00,390.00,-390.00,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-094-36383",20150714,20150729,20150730,33424,-13246.39,536.87,-536.87,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","5-101-78452",20150721,20150805,20150730,33424,-13246.39,270.39,-270.39,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-494-58826",20150624,20150624,20150730,33424,-13246.39,25.36,-25.36,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-499-53804",20150708,20150723,20150730,33424,-13246.39,3827.55,-3827.55,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-500-17867",20150709,20150709,20150730,33424,-13246.39,155.62,-155.62,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-502-19386",20150715,20150730,20150730,33424,-13246.39,8401.10,-8401.10,.00
888382,888382,20150730,"FEDEX","P.O. Box 371461","","Pittsburgh","PA","15250-7461"," "," ","6-502-19574",20150715,20150730,20150730,33424,-13246.39,29.50,-29.50,.00
897130,897130,20150730,"BLACKWOOD, TRAVIS","","","","",""," "," ","07/23/2015",20150728,20150728,20150730,33387,-381.29,381.29,-381.29,.00
901713,901713,20150730,"PEN-N-INK"," "," "," "," "," "," "," ","07-20/07-24-2015",20150728,20150731,20150730,33455,-805.00,805.00,-805.00,.00
903662,903662,20150730,"BLUE LINE TECHNOLOGIES, INC.","8037 CORPORATE CENTER DRIVE","SUITE 400","CHARLOTTE","NC","28226"," "," ","13009",20150721,20150804,20150730,33388,-4000.00,4000.00,-4000.00,.00
904441,904441,20150730,"MOXIE & COMPANY LLC","993 POST ROAD EAST","","WESTPORT","CT","06880"," "," ","966 Q2 2015",20150714,20150730,20150730,33447,-7.20,7.20,-7.20,.00
904584,904584,20150730,"MILLIKEN & COMPANY","920 MILLIKEN ROAD","","SPARTANBURG","SC","29303","Milliken@springscreative.com"," ","11170592",20150611,20150711,20150730,33446,-21875.60,21875.60,-21875.60,.00
906679,906679,20150730,"FEDERAL EXPRESS","P.O. BOX 371461","","PITTSBURGH","PA","15250-7461"," ","393-4585","5-094-91630",20150714,20150729,20150730,33508,-679.26,679.26,-679.26,.00
906681,906681,20150730,"STAFF ONE PLUS, INC.","C/O BRIDGEPORT CAPITAL FUNDING, INC.","P.O. BOX 101004","ATLANTA","GA","30392-1004"," "," ","31872",20150715,20150715,20150730,33520,-2774.96,2774.96,-2774.96,.00
906685,906685,20150730,"ALL AMERICAN T-SHIRT CO.","151 BOB LEDFORD DRIVE","","GREER","SC","29651"," ","968-9005","3097",20150706,20150805,20150730,33498,-4809.11,1218.25,-1218.25,.00
906685,906685,20150730,"ALL AMERICAN T-SHIRT CO.","151 BOB LEDFORD DRIVE","","GREER","SC","29651"," ","968-9005","3118",20150702,20150801,20150730,33498,-4809.11,2955.10,-2955.10,.00
906685,906685,20150730,"ALL AMERICAN T-SHIRT CO.","151 BOB LEDFORD DRIVE","","GREER","SC","29651"," ","968-9005","3119",20150701,20150731,20150730,33498,-4809.11,361.50,-361.50,.00
906685,906685,20150730,"ALL AMERICAN T-SHIRT CO.","151 BOB LEDFORD DRIVE","","GREER","SC","29651"," ","968-9005","3127",20150630,20150730,20150730,33498,-4809.11,121.60,-121.60,.00
906685,906685,20150730,"ALL AMERICAN T-SHIRT CO.","151 BOB LEDFORD DRIVE","","GREER","SC","29651"," ","968-9005","3141",20150630,20150730,20150730,33498,-4809.11,152.66,-152.66,.00
906686,906686,20150730,"ULINE, INC.","ATTN. ACCOUNTS RECEIVABLE","P.O. BOX 88741","CHICAGO","IL","60680-1741"," ","295-5510","68718433",20150701,20150731,20150730,33524,-1053.40,704.20,-704.20,.00
906686,906686,20150730,"ULINE, INC.","ATTN. ACCOUNTS RECEIVABLE","P.O. BOX 88741","CHICAGO","IL","60680-1741"," ","295-5510","68794783",20150706,20150805,20150730,33524,-1053.40,349.20,-349.20,.00
906718,906718,20150730,"JOB IMPULSE, INC.","1721 WHITE HORSE ROAD","","GREENVILLE","SC","29605"," "," ","CMFG-19",20150712,20150730,20150730,33511,-1747.20,672.00,-672.00,.00
906718,906718,20150730,"JOB IMPULSE, INC.","1721 WHITE HORSE ROAD","","GREENVILLE","SC","29605"," "," ","CMFG18",20150714,20150730,20150730,33511,-1747.20,1075.20,-1075.20,.00
907909,907909,20150730,"JONES, SHEILA"," "," "," "," "," "," "," ","07282015",20150728,20150731,20150730,33513,-51.02,51.02,-51.02,.00
907935,907935,20150730,"INTER-HOLD","P.O. BOX 890271","","CHARLOTTE","NC","28289-0271"," ","584-4653","621954",20150801,20150801,20150730,33510,-91.35,91.35,-91.35,.00
907939,907939,20150730,"SUPPLYWORKS","P.O. BOX 742604","","ATLANTA","GA","30374-2604"," "," ","341174472",20150706,20150805,20150730,33522,-89.04,89.04,-89.04,.00
908624,908624,20150730,"E.T.C. DESIGN, INC.","240 WEST 35TH STREET","SUITE 302","NEW YORK","NY","10001"," "," ","9817",20150701,20150731,20150730,33407,-1875.00,1875.00,-1875.00,.00
909222,909222,20150730,"AVERY DENNISON","15178 COLLECTIONS CENTER DRIVE","","CHICAGO","IL","60693"," "," ","3670085",20150706,20150805,20150730,33499,-1654.50,1654.50,-1654.50,.00
909225,909225,20150730,"ELLEN CRIMI-TRENT, INC","130 Loganberry Drive","","Arlington","MA","02351"," "," ","Q2 2015 ROYALTIES",20150724,20150731,20150730,33505,-127.15,127.15,-127.15,.00
909227,909227,20150730,"SUE C DUDA"," "," "," "," "," "," "," ","Q2 2015 ROYALTIES",20150724,20150731,20150730,33521,-55.65,55.65,-55.65,.00
909231,909231,20150730,"RUSS LACHANSE","578 OVINGTON AVE","2ND FLOOR","BROOKLYN","NY","112091702"," ","2160388","Q2 2015 ROYALTY",20150723,20150731,20150730,33529,-168.15,168.15,-168.15,.00
909233,909233,20150730,"BETH LOGAN","Art Stuff, Ltd.","6838 35th Avenue NE","Seattle","WA","98115"," "," ","Q2 2015 ROYALTIES",20150724,20150731,20150730,33500,-242.69,242.69,-242.69,.00
909234,909234,20150730,"LINDA MCDONALD INC.","5200 PARK ROAD SUITE 104","","CHARLOTTE","NC","28209"," "," ","Q2 2015 ROYALTY",20150723,20150731,20150730,33514,-45.44,45.44,-45.44,.00
909235,909235,20150730,"MINDY PIERCE","M PIERCE ILLUSTRATION, LLC","8127 CANTER LANE","POWELL","TX","37849"," ","9384841","Q2 2015 ROYALTIES",20150724,20150731,20150730,33515,-144.59,144.59,-144.59,.00
909237,909237,20150730,"ALEX SANSO","9700 NE KITSAP ST","","BAINBRIDGE ISLAND","WA","98110"," ","8559520","Q2 2015 ROYALTY",20150723,20150731,20150730,33497,-1.75,1.75,-1.75,.00
909238,909238,20150730,"SKM PORTFOLIO","SHARON MORRIS ASSOCIATES","249 Front Street","San Francisco","CA","94111"," ","2919463","Q2 2015 ROYALTIES",20150724,20150731,20150730,33518,-28.63,28.63,-28.63,.00
909239,909239,20150730,"EILEEN TOOHEY","2614 Gregor McGregor Blvd.","","Fernandina Beach","FL","32034"," ","4918838","Q2 2015 ROYALTIES",20150724,20150731,20150730,33504,-1255.09,1255.09,-1255.09,.00
909240,909240,20150730,"JOHNATHAN WHITE","8329 LIMAN DRIVE","","PORT RICHEY","FL","34653"," ","8460953","Q2 2015 ROYALTY",20150723,20150731,20150730,33512,-227.19,227.19,-227.19,.00
909266,909266,20150730,"WORLEY MAILING SERVICES","8 MICHAEL DRIVE","","GREENVILLE","SC","29611"," "," ","19831",20150630,20150730,20150730,33527,-498.16,498.16,-498.16,.00
909274,909274,20150730,"GOOD SPORTS INC","349 Progress Drive","","Manchester","CT","06045"," "," ","JUNE ROYALTIES",20150723,20150730,20150730,33509,-171.82,171.82,-171.82,.00
909290,909290,20150730,"DUKE ENERGY","P.O. BOX 70516","","CHARLOTTE","NC","28272-0516"," "," ","07/16/2015",20150716,20150730,20150730,33503,-4948.33,4948.33,-4948.33,.00
909299,909299,20150730,"EMEDIA GROUP","PO BOX 1808","","GREENVILLE","SC","29602"," ","6270797","119003",20150708,20150723,20150730,33506,-9388.10,3790.00,-3790.00,.00
909299,909299,20150730,"EMEDIA GROUP","PO BOX 1808","","GREENVILLE","SC","29602"," ","6270797","119021",20150708,20150723,20150730,33506,-9388.10,3790.00,-3790.00,.00
909299,909299,20150730,"EMEDIA GROUP","PO BOX 1808","","GREENVILLE","SC","29602"," ","6270797","629117",20150709,20150724,20150730,33506,-9388.10,1072.82,-1072.82,.00
909299,909299,20150730,"EMEDIA GROUP","PO BOX 1808","","GREENVILLE","SC","29602"," ","6270797","629119",20150709,20150724,20150730,33506,-9388.10,179.52,-179.52,.00
909299,909299,20150730,"EMEDIA GROUP","PO BOX 1808","","GREENVILLE","SC","29602"," ","6270797","629199",20150713,20150728,20150730,33506,-9388.10,555.76,-555.76,.00
909321,909321,20150730,"OPEN SYSTEMS, INC","4301 DEAN LAKES BOULEVARD","","SHAKOPEE","MN","55379"," "," ","463275",20150629,20150729,20150730,33516,-675.75,675.75,-675.75,.00
909329,909329,20150730,"SHARP BUSINESS SYSTEMS","DEPT 1216","PO BOX 121216","DALLAS","TX","75312"," ","6752000","C776108-721",20150721,20150730,20150730,33517,-709.80,709.80,-709.80,.00
909336,909336,20150730,"ADVERTISING SPECIALTY INSTITUI","PO BOX 15017","","WILMINGTON","DE","198865017"," "," ","0003125747",20150615,20150730,20150730,33496,-6863.76,1399.00,-1399.00,.00
909336,909336,20150730,"ADVERTISING SPECIALTY INSTITUI","PO BOX 15017","","WILMINGTON","DE","198865017"," "," ","0003139296",20150706,20150805,20150730,33496,-6863.76,5464.76,-5464.76,.00
909339,909339,20150730,"BLUEGRACE LOGISTICS-WILLIAMSBU","DEPT 108  PO BOX 4964","","HOUSTON","TX","772104964"," ","9444534","100A0899PG10",20150710,20150725,20150730,33501,-119.35,119.35,-119.35,.00
909343,909343,20150730,"SMITH AND WATERS, INC.","P.O. BOX 405490","","ATLANTA","GA","30384-5490"," "," ","292781",20150715,20150730,20150730,33519,-250.00,250.00,-250.00,.00
914199,914199,20150730,"THOMAS, LAUREN KATHERINE"," "," "," "," "," "," "," ","2015LT5",20150728,20150731,20150730,33478,-480.00,480.00,-480.00,.00
914640,914640,20150730,"FED EX FREIGHT","P.O. BOX 223125","","PITTSBURGH","PA","15251-2125"," "," ","3445578032",20150630,20150731,20150730,33507,-604.86,282.94,-282.94,.00
914640,914640,20150730,"FED EX FREIGHT","P.O. BOX 223125","","PITTSBURGH","PA","15251-2125"," "," ","3445578043",20150630,20150731,20150730,33507,-604.86,321.92,-321.92,.00
915026,915026,20150730,"CLARK, CHRISTOPHER SIMS"," "," "," "," "," "," "," ","INV-000007",20150727,20150731,20150730,33399,-321.80,321.80,-321.80,.00
917224,917224,20150730,"POOSER, ALEXIS"," "," "," "," "," "," "," ","62015AVP03",20150728,20150731,20150730,33457,-385.00,385.00,-385.00,.00
917911,917911,20150730,"N. C. BAR ASSOCIATION","ATTN; MEMBERSHIP","P.O. BOX 3688","CARY","NC","27519-3688"," "," ","2015-16 DUES",20150701,20150731,20150730,33449,-335.00,335.00,-335.00,.00
